Date,Name,Month,ProcessedName
03-26-2019,tankbottomGlassChevalWaterFerns,March,tankbottom Glass Cheval Water Ferns
03-26-2019,interspersedbootlegrealitiesProvidedByPeopleInDenial,March,interspersedbootlegrealities Provided By People In Denial
03-26-2019,interspersedbootlegrealitiesProvidedByPeopleInDenial-long,March,interspersedbootlegrealities Provided By People In Denial-long
03-26-2019,blackmambastillness,March,blackmambastillness
03-26-2019,kineticlightEnergizingTheFlowerBed,March,kineticlight Energizing The Flower Bed
03-31-2019,desquamatingFromSteam,March,desquamating From Steam
03-31-2019,fludeliriumStripedFlavorInjection,March,fludelirium Striped Flavor Injection
04-03-2019,stiffStretching,April,stiff Stretching
04-03-2019,tonyskneecapremovalRemberingWhatItFeltLikeToWalk,April,tonyskneecapremoval Rembering What It Felt Like To Walk
04-03-2019,theaspicrefractureExposingTheSensitivityAndVulernabilityOfBeingTooBrightsohidewithahoodheaddown,April,theaspicrefracture Exposing The Sensitivity And Vulernability Of Being Too Brightsohidewithahoodheaddown
04-03-2019,slinkingfacialcuesPouringBackwards,April,slinkingfacialcues Pouring Backwards
04-03-2019,blackoceandonationDisconnectedChumAndTendons,April,blackoceandonation Disconnected Chum And Tendons
04-03-2019,purlingwaterinterfaceCreatedByTheLastTwitch,April,purlingwaterinterface Created By The Last Twitch
04-03-2019,myfatherslosteyefromchildhood,April,myfatherslosteyefromchildhood
04-03-2019,curiosityandextensionCaressingTheSmokeyMistOfTheLakeamonsterslure,April,curiosityandextension Caressing The Smokey Mist Of The Lakeamonsterslure
04-03-2019,removeyourselfWatchFromAboveLikeTheHiddenGhostwriter,April,removeyourself Watch From Above Like The Hidden Ghostwriter
05-02-2019,theconvenienttearsofIntimacyWithdrawal,May,theconvenienttearsof Intimacy Withdrawal
05-02-2019,afterduskFoliageSmoke,May,afterdusk Foliage Smoke
05-02-2019,agreeduponbluecolumnsNotedWithExceptionalQuestions,May,agreeduponbluecolumns Noted With Exceptional Questions
05-02-2019,bluemirrorPlainStrawberry,May,bluemirror Plain Strawberry
05-02-2019,duplicitousPockmark,May,duplicitous Pockmark
05-02-2019,expellingnuclearwasteWithVelocity,May,expellingnuclearwaste With Velocity
05-02-2019,morningroseDissolvedByTheSky,May,morningrose Dissolved By The Sky
05-02-2019,patienceinthewaitingroom,May,patienceinthewaitingroom
05-02-2019,stenchVibe,May,stench Vibe
05-02-2019,mountainVillage,May,mountain Village
05-05-2019,waxSwathe,May,wax Swathe
05-05-2019,clawrequisitionHarnessingElectricityAndGainingMomentum,May,clawrequisition Harnessing Electricity And Gaining Momentum
05-05-2019,creatingCloudsOfLight,May,creating Clouds Of Light
05-05-2019,exaltation,May,exaltation
05-05-2019,mashedCynosure,May,mashed Cynosure
05-05-2019,onewaytoEncourageTheFlamesToRise,May,onewayto Encourage The Flames To Rise
05-05-2019,thedocilenatureofthegrassShimmeringLikeABladeInTheDarkness,May,thedocilenatureofthegrass Shimmering Like A Blade In The Darkness
05-05-2019,waitingtogoSpillOverTheFold,May,waitingtogo Spill Over The Fold
05-06-2019,exaltation02,May,exaltation 0 2
05-06-2019,payphoneLeftHanging,May,payphone Left Hanging
05-06-2019,theemblem,May,theemblem
05-06-2019,marblingwithdrapesFormingTheEmblem,May,marblingwithdrapes Forming The Emblem
05-06-2019,waitinginthelightforthetide,May,waitinginthelightforthetide
05-06-2019,constructingTheEmblem,May,constructing The Emblem
05-06-2019,lightscanningShellsForMinerals,May,lightscanning Shells For Minerals
05-06-2019,underthetissues,May,underthetissues
05-06-2019,exaltation03,May,exaltation 0 3
05-08-2019,massage01,May,massage 0 1
05-08-2019,compressedcrushHopingToSplinterTheBlueSapphireConnectiveTissue,May,compressedcrush Hoping To Splinter The Blue Sapphire Connective Tissue
05-08-2019,variationsInEmotions,May,variations In Emotions
05-08-2019,threadedpithing,May,threadedpithing
05-08-2019,massage02,May,massage 0 2
05-08-2019,hook,May,hook
05-09-2019,muscleliquefactionARS02,May,muscleliquefaction A R S 0 2
05-09-2019,muscleliquefactionARS01,May,muscleliquefaction A R S 0 1
05-09-2019,meltingdownAllTheDefeatedCandlewicks,May,meltingdown All The Defeated Candlewicks
05-09-2019,curiouslytouchinggraphitePiercingALifetimeIn90Seconds,May,curiouslytouchinggraphite Piercing A Lifetime In 9 0 Seconds
05-09-2019,curiouslytouchinggraphitePiercingALifetime,May,curiouslytouchinggraphite Piercing A Lifetime
05-09-2019,reviewingthelastingNotesLeftByTheGhost,May,reviewingthelasting Notes Left By The Ghost
05-11-2019,alignedandbentsteelAbradingAndExposingTheTrueElementsOfStrength,May,alignedandbentsteel Abrading And Exposing The True Elements Of Strength
05-26-2019,bloodsplashonthegrave,May,bloodsplashonthegrave
05-26-2019,bluenotepromo01,May,bluenotepromo 0 1
05-26-2019,feedbackAnimation,May,feedback Animation
05-26-2019,passingthroughtofindTheBlackGlassLakeAndTheRubyMoonsReflection,May,passingthroughtofind The Black Glass Lake And The Ruby Moons Reflection
05-26-2019,possibleSaints,May,possible Saints
05-26-2019,slopededgeOnTheCurl,May,slopededge On The Curl
05-26-2019,swordfishvirusAnatomy,May,swordfishvirus Anatomy
05-26-2019,archives,May,archives
06-17-2019,addingpatternsUntilItFliesAway,June,addingpatterns Until It Flies Away
06-17-2019,thewallpaperchangeddirection,June,thewallpaperchangeddirection
06-17-2019,singleadditionFeedbackReaction,June,singleaddition Feedback Reaction
06-17-2019,emergencynotificationBacteriaEnteringCut,June,emergencynotification Bacteria Entering Cut
06-17-2019,feelinglikeMulderInTheVent,June,feelinglike Mulder In The Vent
06-17-2019,curingTheDisease,June,curing The Disease
06-17-2019,losingBalance,June,losing Balance
06-18-2019,auditingFilmReels,June,auditing Film Reels
06-18-2019,cancellingmyselfouFallingThroughGlassRodsThatActAsCurtains,June,cancellingmyselfou Falling Through Glass Rods That Act As Curtains
06-18-2019,focalpointRageStress,June,focalpoint Rage Stress
06-18-2019,conncetingthelinesStartingWithAnAsterisk,June,conncetingthelines Starting With An Asterisk
06-18-2019,glowstickOnTheClothesline,June,glowstick On The Clothesline
06-18-2019,illuminatedDreamRunway,June,illuminated Dream Runway
06-18-2019,kneecapimpactRangeDisplay,June,kneecapimpact Range Display
06-18-2019,razorpressedFingerprint,June,razorpressed Fingerprint
06-18-2019,thedayjohnLostHisEye,June,thedayjohn Lost His Eye
06-18-2019,thementalarchitectureIntimacyOfArtificialIntelligence,June,thementalarchitecture Intimacy Of Artificial Intelligence
06-18-2019,circledbirdLetGoWithinTheLines,June,circledbird Let Go Within The Lines
06-18-2019,tryingtorecallflowersAsTheBlanknessEnvelops,June,tryingtorecallflowers As The Blankness Envelops
06-18-2019,virutalBookmark,June,virutal Bookmark
06-21-2019,waitingforTheTape,June,waitingfor The Tape
06-21-2019,alternateroutesNoticedInTheElevator,June,alternateroutes Noticed In The Elevator
06-21-2019,beingcalledfromthedarknessaboveToAscendIntoTheConstellation,June,beingcalledfromthedarknessabove To Ascend Into The Constellation
06-21-2019,constellationDuringDaytimeHours,June,constellation During Daytime Hours
06-21-2019,glassScales,June,glass Scales
06-21-2019,slyandsmoothTheCageClosesWithoutYouKnowing,June,slyandsmooth The Cage Closes Without You Knowing
06-21-2019,themovinglakeOutsideTheTent,June,themovinglake Outside The Tent
06-21-2019,thestairsbuildexponentiallyOnceYouChooseTheFloor,June,thestairsbuildexponentially Once You Choose The Floor
06-25-2019,arch2umbrella,June,arch 2umbrella
06-25-2019,cameracapsulePlanetDarkside,June,cameracapsule Planet Darkside
06-25-2019,constructingCuriousCaps,June,constructing Curious Caps
06-25-2019,dontbelieveyoureyes,June,dontbelieveyoureyes
06-25-2019,endlessgraphitepillarsTheDesignOfStarwellRotator,June,endlessgraphitepillars The Design Of Starwell Rotator
06-25-2019,galaxyMice,June,galaxy Mice
06-25-2019,galaxyAntennae ,June,galaxy Antennae 
06-25-2019,insideawveTryingToGetToTheSurfaceAgain,June,insideawve Trying To Get To The Surface Again
06-25-2019,lookingdownasiWalkAcrossTheFalls,June,lookingdownasi Walk Across The Falls
06-25-2019,motionPictures,June,motion Pictures
06-25-2019,steepStairway,June,steep Stairway
06-25-2019,thebalanceofelectricityTheCompositionOfActiveElements,June,thebalanceofelectricity The Composition Of Active Elements
06-25-2019,thelightstravelingThroughTheSolidCrack,June,thelightstraveling Through The Solid Crack
06-25-2019,travelfarintoTheDot,June,travelfarinto The Dot
06-25-2019,waitingouttheangerUntilTheRibbonAppearsthencutit,June,waitingouttheanger Until The Ribbon Appearsthencutit
06-25-2019,engenderhurricanesTheWeatherMachineBroadcastCorporationInc,June,engenderhurricanes The Weather Machine Broadcast Corporation Inc
06-26-2019,nowinsidethetranslucentbeast,June,nowinsidethetranslucentbeast
06-26-2019,pullingupmyeyes,June,pullingupmyeyes
06-26-2019,seasonalshiftsOutliningFallenBlueFeathersFromMigration,June,seasonalshifts Outlining Fallen Blue Feathers From Migration
06-26-2019,shreddingGummies,June,shredding Gummies
06-26-2019,theglowingpersistenceFromSpinalPain01,June,theglowingpersistence From Spinal Pain 0 1
06-26-2019,tuning01,June,tuning 0 1
06-26-2019,theplaneoflightilluminatedwhenwearrivedTheRedBridgeLayAboveAnEmptyCavernOfGemstones,June,theplaneoflightilluminatedwhenwearrived The Red Bridge Lay Above An Empty Cavern Of Gemstones
06-26-2019,therunway,June,therunway
06-26-2019,thestrings,June,thestrings
06-26-2019,miamiBlades,June,miami Blades
06-26-2019,thetouchcontinuestolast,June,thetouchcontinuestolast
06-26-2019,theglowingpersistenceFromSpinalPain02,June,theglowingpersistence From Spinal Pain 0 2
06-26-2019,CONCERTOabsorbingphlegmaticbatteryacidasitrytoslowthepaceWitheredBreathingOnTheShipThatLostSightOfTheLighouseMirage03,June,C O N C E R T Oabsorbingphlegmaticbatteryacidasitrytoslowthepace Withered Breathing On The Ship That Lost Sight Of The Lighouse Mirage 0 3
06-26-2019,CONCERTOabsorbingphlegmaticbatteryacidasitrytoslowthepaceWitheredBreathingOnTheShipThatLostSightOfTheLighouseMirage02,June,C O N C E R T Oabsorbingphlegmaticbatteryacidasitrytoslowthepace Withered Breathing On The Ship That Lost Sight Of The Lighouse Mirage 0 2
06-26-2019,jumpingFences,June,jumping Fences
06-26-2019,CONCERTOabsorbingphlegmaticbatteryacidasitrytoslowthepaceWitheredBreathingOnTheShipThatLostSightOfTheLighouseMirage01,June,C O N C E R T Oabsorbingphlegmaticbatteryacidasitrytoslowthepace Withered Breathing On The Ship That Lost Sight Of The Lighouse Mirage 0 1
06-26-2019,CONCERTOabsorbingphlegmaticbatteryacidasitrytoslowthepaceWitheredBreathingOnTheShipThatLostSightOfTheLighouseMirage04,June,C O N C E R T Oabsorbingphlegmaticbatteryacidasitrytoslowthepace Withered Breathing On The Ship That Lost Sight Of The Lighouse Mirage 0 4
06-28-2019,sandfallingBetweenOurFingers,June,sandfalling Between Our Fingers
06-28-2019,inverseRiptideUnraveling,June,inverse Riptide Unraveling
06-28-2019,forcefullydrainingTheAbsessOfDepression,June,forcefullydraining The Absess Of Depression
06-28-2019,enjoyingthebutteryflypiercingmyskinAllowingYourselfToBeCollected,June,enjoyingthebutteryflypiercingmyskin Allowing Yourself To Be Collected
06-28-2019,vectorPulling,June,vector Pulling
06-28-2019,tryingtoopenTheBearBackpackCache,June,tryingtoopen The Bear Backpack Cache
07-14-2019,phiz,July,phiz
07-14-2019,putrefactiveArch,July,putrefactive Arch
07-14-2019,Holothuroidea,July,Holothuroidea
07-14-2019,bilateralPersonalitySplit,July,bilateral Personality Split
07-14-2019,comicCartography,July,comic Cartography
07-14-2019,daystar,July,daystar
07-14-2019,kitUtilities,July,kit Utilities
07-14-2019,pondbacteriaInfectingHairFollicles,July,pondbacteria Infecting Hair Follicles
07-15-2019,groundfloorForSeaweedAndClams,July,groundfloor For Seaweed And Clams
07-15-2019,coolranchBubbleGumTaffy,July,coolranch Bubble Gum Taffy
07-15-2019,greenKerosene,July,green Kerosene
07-15-2019,hiddenparasiticfalloutunravelingOnYourScreenDuringBreakfast01,July,hiddenparasiticfalloutunraveling On Your Screen During Breakfast 0 1
07-15-2019,eclipseOverLosAngeles,July,eclipse Over Los Angeles
07-15-2019,hiddenparasiticfalloutunravelingOnYourScreenDuringBreakfast02,July,hiddenparasiticfalloutunraveling On Your Screen During Breakfast 0 2
07-15-2019,theblueflowerofdelicateoptimism,July,theblueflowerofdelicateoptimism
07-15-2019,poolslateRestingOnStucco,July,poolslate Resting On Stucco
07-19-2019,tentaculum,July,tentaculum
07-19-2019,thecountenanceWhenThePianoPlaysInTheMorning,July,thecountenance When The Piano Plays In The Morning
07-19-2019,thatflounceMultiple,July,thatflounce Multiple
07-19-2019,thatflounce,July,thatflounce
07-19-2019,notionsofrooftopgraphite,July,notionsofrooftopgraphite
07-19-2019,movingStaircase,July,moving Staircase
07-19-2019,inhalemoldFeelNaturalLove,July,inhalemold Feel Natural Love
07-19-2019,hantmetamorphoseStrikethroughRoster,July,hantmetamorphose Strikethrough Roster
07-20-2019,framesuponthebridgeMonitoringTheMonitorsMonitoring,July,framesuponthebridge Monitoring The Monitors Monitoring
07-20-2019,floatingindecision,July,floatingindecision
07-20-2019,chemicalSlushFund02,July,chemical Slush Fund 0 2
07-20-2019,chemicalSlushFund01,July,chemical Slush Fund 0 1
07-22-2019,tester01,July,tester 0 1
07-22-2019,circularEnvelope,July,circular Envelope
07-22-2019,uncoveredpassageSurroundedByLiquidFire,July,uncoveredpassage Surrounded By Liquid Fire
07-22-2019,watersequesteringTheOpening,July,watersequestering The Opening
07-23-2019,timelapseWeatherPatterns,July,timelapse Weather Patterns
07-23-2019,curiousAmoeboid01,July,curious Amoeboid 0 1
07-23-2019,curiousAmoeboid02,July,curious Amoeboid 0 2
07-23-2019,curiousAmoeboid03,July,curious Amoeboid 0 3
07-23-2019,curiousAmoeboid04,July,curious Amoeboid 0 4
07-23-2019,curiousAmoeboid05,July,curious Amoeboid 0 5
07-23-2019,evolvingBlowfish,July,evolving Blowfish
07-23-2019,pacingTelescopicVision,July,pacing Telescopic Vision
07-23-2019,theseenTheUnseen,July,theseen The Unseen
07-23-2019,tryingtowalkdownthehallwayBlobsKeepBlockingTheWay,July,tryingtowalkdownthehallway Blobs Keep Blocking The Way
07-23-2019,universalutilityataglanceTheSpoon,July,universalutilityataglance The Spoon
07-23-2019,asimplemethodfortransitioningawayfromyourcommonality,July,asimplemethodfortransitioningawayfromyourcommonality
07-23-2019,coldsensualslashesBrandingTheSapphire,July,coldsensualslashes Branding The Sapphire
